cell_id	item_no	item_name	key	present	validated	severity	value	note	sub_ratio_level	sub_clip_range	sub_advantage_normalization	sub_dynamic_sampling	sub_token_mask	sub_ref_snapshot	sub_kl_coefficient	sub_kl_estimator	sub_backend	sub_precision	sub_decoding_params	sub_contamination_check	sub_parser_probe
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9.json													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2.json													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea.json													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7.json													
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=32	fixed-G=32													
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5.json													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065.json													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000.json													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035.json													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=4	fixed-G=4													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b.json													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e.json													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385.json													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7.json													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=8	fixed-G=8													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	6	Held-out split	heldout_split	1	1	ok	humaneval_subset	humaneval_subset													
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	7	Decontamination & parser probe	decontamination_notes	1	1	ok	humaneval-openai-subset	humaneval-openai-subset												0	0
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877.json													
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=16	fixed-G=16													
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	6	Held-out split	heldout_split	1	1	ok	gsm8k_easy	gsm8k_easy													
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400.json													
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=16	fixed-G=16													
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	6	Held-out split	heldout_split	1	1	ok	gsm8k_easy	gsm8k_easy													
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e.json													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	6	Held-out split	heldout_split	1	1	ok	gsm8k_easy	gsm8k_easy													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb.json													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	6	Held-out split	heldout_split	1	1	ok	gsm8k_easy	gsm8k_easy													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051.json													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	6	Held-out split	heldout_split	1	1	ok	gsm8k_easy	gsm8k_easy													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	1	Loss form	loss_form	1	1	ok	n/a-sampling	n/a-sampling	0	0	0	0	0								
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	2	Reference policy & KL	ref_policy_kl	1	0	info	n/a	empty-or-na value='n/a'						0	0	0					
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	3	Sampler / backend / precision	sampler_backend_precision	1	1	ok	tinker-closed	tinker-closed									1	0	0		
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	4	Per-step ZVF/GU trajectory	per_step_zvf_path	1	1	ok	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1.json	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1.json													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	5	Group-size schedule	group_size_schedule	1	1	ok	fixed-G=2	fixed-G=2													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	6	Held-out split	heldout_split	1	1	ok	gsm8k_easy	gsm8k_easy													
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	7	Decontamination & parser probe	decontamination_notes	1	1	ok	gsm8k-train-slice	gsm8k-train-slice												0	0
